Time,Misses,Width,Distance
Time,Misses,Width,Distance
Time,Misses,Width,Distance
Time,Misses,Width,Distance
270029,0,50,501.5994417859733
1035,0,50,325.5764119219941
668,0,50,314.00636936215164
952,1,50,335.4101966249685
56380,2,50,263.10454196003536
828,2,50,277.308492477241
659,2,50,313.2091952673165
1189,3,50,280.178514522438
759,3,50,281.60255680657446
561,3,50,274.5906043549196
640,3,50,214.00934559032697
556,3,50,272.9468812791236
540,3,50,294.27877939124323
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
15488,3,24,260.76809620810593
2372,3,24,270.0
2692,3,24,263.0589287593181
1404,3,24,254.95097567963924
1836,3,24,248.39484696748443
4348,3,24,264.1968962724581
4860,3,24,250.0
1628,3,24,260.0
1000,3,24,250.0
1740,3,24,291.547594742265
5220,4,24,290.0
1496,4,24,269.2582403567252
1140,4,24,235.3720459187964
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
648,4,42,300.0
916,4,42,300.0
928,4,42,276.5863337187866
1604,4,42,281.7800560721074
91208,4,42,273.034796317246
15844,4,42,236.86282950264695
4532,4,42,203.9607805437114
2780,4,42,220.0
1508,4,42,210.0
1264,4,42,219.5449840010015
3324,4,42,260.76809620810593
1460,4,42,272.9468812791236
1456,4,42,250.0
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1412,6,56,540.0
1808,6,56,550.0
5216,6,56,577.8096572401677
Time,Misses,Width,Distance
597379,4,50,502.1573458588453
1176,5,50,280.0
780,5,50,304.63092423455635
1040,6,50,358.4689665786984
680,6,50,312.40998703626616
1184,7,50,272.02941017470886
888,7,50,273.1300056749533
828,7,50,340.14702703389895
1000,8,50,359.02646142032484
816,8,50,304.138126514911
628,8,50,294.10882339705483
1168,9,50,351.14099732158877
712,9,50,313.2091952673165
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
676361,10,53,344.3094538347735
3659,10,53,310.0
1848,10,53,304.63092423455635
1368,10,53,358.05027579936313
1704,10,53,375.3664875824692
2336,10,53,416.293165929973
1761,10,53,386.00518131237567
137320,10,53,364.9657518178932
880,10,53,335.4101966249685
4000,10,53,322.02484376209236
1416,10,53,304.7950130825634
1712,10,53,322.02484376209236
2972,11,53,376.9615364994153
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1611,11,45,280.0
5749,11,45,250.0
2492,12,45,303.6445290137795
1800,12,45,317.6476034853718
1756,12,45,290.68883707497264
1804,12,45,302.32432915661946
235900,12,45,251.85908758669004
872,12,45,290.68883707497264
792,12,45,286.35642126552705
676,12,45,260.0
992,13,45,240.8318915758459
584,13,45,238.53720883753127
544,13,45,259.61509971494337
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
756,15,40,180.0
358148,16,40,198.16155025635018
1272,16,40,170.0
1112,16,40,162.78820596099706
840,16,40,172.04650534085255
1312,16,40,210.23796041628637
1316,16,40,196.468827043885
1024,16,40,180.0
1612,16,40,192.35384061671346
2000,16,40,245.96747752497686
1508,16,40,240.41630560342617
1460,16,40,219.5449840010015
128364,16,40,191.63506985935533
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
2200,16,42,390.0
2384,17,42,430.0
3172,18,42,392.93765408777
2628,19,42,399.6248240537617
1516,19,42,374.83329627982624
2240,19,42,407.18546143004664
1708,19,42,424.26406871192853
1412,19,42,420.0
1804,19,42,404.4749683231337
2292,19,42,442.83179650969055
1708,20,42,410.1219330881976
2436,21,42,389.48684188300894
2336,22,42,392.93765408777
Time,Misses,Width,Distance
772112,0,50,497.5399481448701
685,0,50,260.1922366251537
752,0,50,278.5677655436824
569,0,50,313.04951684997053
1091,1,50,336.00595232822883
1113,2,50,344.81879299133334
644,2,50,296.1418578992169
760,2,50,321.40317359976393
716,2,50,338.3784863137726
700,2,50,308.86890422961
632,2,50,264.0075756488817
840,3,50,294.10882339705483
724,3,50,308.05843601498725
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
790,3,45,420.0
1288,4,45,480.0
1849,4,45,468.7216658103186
1006,4,45,452.76925690687085
1034,4,45,462.2769732530488
936,4,45,425.4409477236529
1024,4,45,361.386219991853
977,4,45,424.26406871192853
908,4,45,436.5775990588615
919,4,45,429.4182110716778
792,4,45,438.4062043356595
992,4,45,468.7216658103186
901,4,45,388.9730067755345
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1168,7,31,430.0
1632,9,31,401.1234224026316
1118,10,31,417.612260356422
830,10,31,438.2921400162225
1712,13,31,411.0960958218893
1573,15,31,413.40053217188773
173851,15,31,395.60080889704966
2779,15,31,450.4442251822083
2096,15,31,446.4302857109943
2445,16,31,460.43457732885355
2336,17,31,417.2529209005013
2243,17,31,389.48684188300894
2240,17,31,386.39358172723314
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
952,18,59,190.0
1088,19,59,230.21728866442677
660,19,59,224.72205054244233
700,19,59,242.0743687382041
688,19,59,252.38858928247924
1272,20,59,244.13111231467406
681,20,59,213.7755832643195
3263,20,59,190.26297590440447
2192,20,59,212.13203435596427
1516,20,59,246.9817807045694
832,20,59,254.95097567963924
1460,20,59,296.8164415931166
2192,20,59,303.6445290137795
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
Time,Misses,Width,Distance
34824,0,50,462.3613305630132
474,0,50,297.13969778540195
404,0,50,290.3945591776816
397,0,50,279.3027031734566
407,0,50,269.58486604407153
435,0,50,268.86799735186037
485,0,50,230.82460874005614
421,0,50,231.03462943896528
490,0,50,284.6928169097352
517,0,50,349.0057306119772
503,0,50,330.49205739321485
541,0,50,333.86524227598176
528,0,50,279.8946230280246
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
574,0,44,420.0047618777673
598,0,44,406.6866115327624
547,0,44,357.33737559902687
598,0,44,424.5715487406098
508,0,44,412.98547189943616
629,0,44,420.74457809934995
1432,3,44,458.8649038660508
990,4,44,462.4326978058537
627,4,44,401.84200875468457
559,4,44,408.71750635371615
622,4,44,393.2759845197772
543,4,44,370.88273079236245
644,4,44,370.62110031675206
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
542,5,37,301.1594262180747
517,5,37,272.0900586203031
405,5,37,295.2558212804618
918,6,37,303.2094985319556
502,6,37,283.6564823867066
595,6,37,294.83724323768865
564,6,37,276.72549575346324
872,6,37,301.3254055004324
532,6,37,294.98474536829866
628,6,37,304.31069649291004
458,6,37,295.6010825419961
479,6,37,303.0594001181947
18465,6,37,247.91329129354884
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
715,6,52,417.0767315494836
702,6,52,435.01839041585356
598,6,52,445.46717050754705
631,6,52,413.14041196668234
632,6,52,384.2460149435515
576,6,52,422.234531984299
606,6,52,398.36289987899227
710,6,52,455.53594808752473
820,7,52,435.27117984079763
Time,Misses,Width,Distance
2245,0,50,483.3218389437829
712,0,50,301.93542355940946
1017,0,50,269.6683147868878
747,0,50,293.3428028774526
471,0,50,269.9036865253974
548,0,50,317.57361351346555
476,0,50,300.84713726409296
477,0,50,293.87412271242937
460,0,50,292.7541630788536
417,0,50,334.17660001861293
438,0,50,320.3388830597997
431,0,50,317.29481558953967
434,0,50,298.0956222422597
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
594,0,58,427.0749348767731
653,0,58,431.0
571,0,58,416.2222963753864
699,0,58,471.49231170826107
688,0,58,450.5873944086763
655,0,58,464.0883536569303
638,0,58,450.8491987350094
Time,Misses,Width,Distance
1749,0,50,478.84130983030275
436,0,50,272.0
483,0,50,304.19894805866767
413,0,50,335.9538658804211
372,0,50,301.1262193831683
441,0,50,293.3428028774526
493,0,50,321.49183504406454
436,0,50,280.4567702873297
400,0,50,228.81652038259824
409,0,50,282.0638225650358
352,0,50,264.25934231356894
391,0,50,284.27099746544667
421,0,50,248.29418035870273
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
437,0,55,327.8795510549568
462,0,55,321.3051509079803
440,0,55,277.2525924134885
480,0,55,265.1980392084376
391,0,55,269.0724809414742
1029,2,55,261.357992033915
517,2,55,197.144616969371
396,2,55,219.27608168699112
430,2,55,252.3529274646918
404,2,55,284.20063335608523
422,2,55,287.98784696580515
440,2,55,327.43396280776983
416,2,55,312.44359490954525
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
697,2,42,535.1831462219266
704,2,42,523.9179325047006
745,2,42,500.8812234452396
771,2,42,532.8799114247037
1360,3,42,534.9887849291796
817,3,42,541.3547820052945
956,4,42,545.6610669637334
1125,4,42,570.0035087611303
Time,Misses,Width,Distance
2249,0,50,484.66483264210535
437,0,50,299.02675465583343
420,0,50,274.0894014733149
1014,1,50,267.88243690096596
379,1,50,283.6987839240768
437,1,50,343.77027212951384
435,1,50,322.93962283993585
449,1,50,296.16887074775434
439,1,50,301.56922919953223
1013,2,50,315.6010139400696
512,2,50,306.11109094575454
445,2,50,300.8072472531205
946,3,50,290.6217472936256
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
Time,Misses,Width,Distance
3386,0,50,453.61768043143996
474,0,50,306.0
401,0,50,288.4874347350331
1016,1,50,311.20732639190874
904,2,50,299.4561737550255
538,2,50,307.4166553718259
464,2,50,279.29375216785644
846,3,50,257.2353008434107
490,3,50,260.2786967848118
387,3,50,288.1423259432741
441,3,50,280.9270367906941
427,3,50,311.55416864487626
401,3,50,293.492759706266
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
415,3,56,306.67409411295245
932,4,56,275.3470537340104
350,4,56,257.6082296822056
452,4,56,294.3331445828009
361,4,56,292.04280508172087
411,4,56,314.2308068920041
392,4,56,268.8810145770802
433,4,56,261.43067914841214
411,4,56,275.95108262154
391,4,56,305.81203377238114
477,4,56,326.83329083800504
410,4,56,364.4845675745408
453,4,56,342.31710445141357
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
Time,Misses,Width,Distance
4159,6,50,684.2667608469668
750,7,50,23.853720883753127
5747,22,50,30.265491900843113
Time,Misses,Width,Distance
1818,0,50,486.72065910540516
690,0,50,339.42598604113977
471,0,50,306.6349621292393
474,0,50,283.98943642325855
463,0,50,300.56114186634306
488,0,50,333.44414824674914
1066,0,50,283.2701890421934
505,0,50,309.0792778560219
445,0,50,297.9832210041364
481,0,50,295.93580384941595
452,0,50,302.65491900843114
482,0,50,313.2091952673165
691,1,50,288.3210016630769
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
469,1,46,342.1768548572507
529,1,46,355.0126758300329
486,1,46,340.03529228596256
454,1,46,326.9648299129434
508,1,46,350.13711599886125
613,1,46,386.0479244860669
539,1,46,370.66966425646433
583,1,46,372.0053763052357
531,1,46,349.521100936696
560,1,46,417.50209580312287
1079,2,46,395.6071283483148
556,2,46,382.37416230702615
1341,2,46,365.1985761198967
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
Time,Misses,Width,Distance
1841,0,50,467.8226159560908
474,0,50,274.46675572826666
426,0,50,270.60118255469615
442,0,50,299.7665758552811
578,0,50,269.74246977441277
457,0,50,273.5854528296415
509,0,50,250.16994223927063
1054,1,50,281.5759222660915
446,1,50,277.62564723022257
424,1,50,330.2983499807409
464,1,50,335.17905662496275
449,1,50,339.67631651323586
733,1,50,323.6927555568706
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
421,1,42,263.1539473388153
759,2,42,274.5359721420856
440,2,42,251.91466809219347
444,2,42,233.89313799254566
482,2,42,258.897663179875
416,2,42,314.00636936215164
450,2,42,261.00766272276377
401,2,42,272.73430293969255
401,2,42,279.8731855680354
436,2,42,284.0070421662111
395,2,42,280.0285699709942
434,2,42,282.85155117128136
409,2,42,279.95178156246834
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
Time,Misses,Width,Distance
Time,Misses,Width,Distance
1653,0,50,441.9434352946087
434,0,50,330.65087327875
425,0,50,285.82861998057507
419,0,50,294.9254142999548
379,0,50,295.7363690857112
2267,0,50,270.04629232781554
464,0,50,253.1422524984717
558,0,50,268.4250360901531
482,0,50,260.23066690918654
453,0,50,308.9676358455688
404,0,50,295.97972903562163
437,0,50,279.95713957675736
403,0,50,236.78048906107108
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
509,0,60,281.3129929455801
482,0,60,296.1384811198977
1565,2,60,326.72465471708745
428,2,60,322.12109524214645
408,2,60,309.4543585086499
437,2,60,323.34037793013107
409,2,60,329.84390247509504
566,2,60,332.7957331457241
6001,2,60,347.8462303949836
Time,Misses,Width,Distance
Time,Misses,Width,Distance
61658,0,50,486.2725573173958
432,0,50,251.57503850740042
393,0,50,254.4720023892609
395,0,50,289.0155705148081
340,0,50,295.584167370311
388,0,50,262.0534296665472
969,1,50,229.804264538324
460,1,50,303.94900888142405
583,1,50,290.5202230482415
390,1,50,226.7906523646863
372,1,50,281.1689883326396
406,1,50,296.66479400158016
364,1,50,223.77220560203628
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
486,2,50,294.0425139329345
437,2,50,271.8124353299532
689,3,50,288.9429009337312
582,3,50,323.94598315151245
444,3,50,276.05253123273474
507,3,50,301.3171087077533
493,3,50,261.21638539724114
487,3,50,263.0
431,3,50,255.93163149560078
402,3,50,268.40454541605664
1138,4,50,269.0724809414742
739,5,50,339.62332075403776
Time,Misses,Width,Distance
2061,0,50,783.6791435275026
1777,0,50,284.0
942,0,50,21.213203435596427
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1456,0,56,184.0
1361,0,56,154.0
603,0,56,50.0
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
Time,Misses,Width,Distance
2061,0,50,783.6791435275026
1777,0,50,284.0
942,0,50,21.213203435596427
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1456,0,56,184.0
1361,0,56,154.0
603,0,56,50.0
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
Time,Misses,Width,Distance
1740,0,50,792.9596458836982
1012,1,50,288.8390555309306
411,1,50,245.6684757961428
487,1,50,312.5699921617557
770,1,50,148.07092894960846
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
709,1,48,535.0934497823721
729,1,48,576.3471176296451
480,1,48,389.34303640876897
816,1,48,531.0762657095495
Time,Misses,Width,Distance
1740,0,50,792.9596458836982
1012,1,50,288.8390555309306
411,1,50,245.6684757961428
487,1,50,312.5699921617557
770,1,50,148.07092894960846
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
709,1,48,535.0934497823721
729,1,48,576.3471176296451
480,1,48,389.34303640876897
816,1,48,531.0762657095495
Time,Misses,Width,Distance
1136,0,50,786.848142909418
648,0,50,302.80026420067736
Time,Misses,Width,Distance
1136,0,50,786.848142909418
648,0,50,302.80026420067736
Time,Misses,Width,Distance
Time,Misses,Width,Distance
Time,Misses,Width,Distance
Time,Misses,Width,Distance
Time,Misses,Width,Distance
Time,Misses,Width,Distance
Time,Misses,Width,Distance
Time,Misses,Width,Distance
